"Latest: Time (s)";"Latest: Potential (V)"
0,915;-0,00274658203125
0,916;-0,00274658203125
0,917;-0,00274658203125
0,918;-0,00274658203125
0,919;0,00335693359375
0,92;-0,00274658203125
0,921;0,00335693359375
0,922;-0,00274658203125
0,923;-0,00274658203125
0,924;-0,00274658203125
0,925;0,00335693359375
0,926;-0,00274658203125
0,927;-0,00274658203125
0,928;0,00335693359375
0,929;0,00335693359375
0,93;0,00335693359375
0,931;0,00335693359375
0,932;-0,00274658203125
0,933;0,00335693359375
0,934;0,00335693359375
0,935;0,00335693359375
0,936;-0,00274658203125
0,937;-0,00274658203125
0,938;-0,00274658203125
0,939;0,00335693359375
0,94;-0,00274658203125
0,941;0,00335693359375
0,942;-0,00274658203125
0,943;-0,00274658203125
0,944;-0,00274658203125
0,945;-0,00274658203125
0,946;-0,00274658203125
0,947;0,00335693359375
0,948;-0,00274658203125
0,949;0,00335693359375
0,95;0,00335693359375
0,951;0,00335693359375
0,952;-0,00274658203125
0,953;-0,00274658203125
0,954;-0,00274658203125
0,955;-0,00274658203125
0,956;0,00335693359375
0,957;-0,00274658203125
0,958;-0,00274658203125
0,959;-0,00274658203125
0,96;0,00335693359375
0,961;0,00335693359375
0,962;0,00335693359375
0,963;-0,00274658203125
0,964;0,00335693359375
0,965;-0,00274658203125
0,966;0,00335693359375
0,967;-0,00274658203125
0,968;0,00335693359375
0,969;-0,00274658203125
0,97;0,00335693359375
0,971;-0,00274658203125
0,972;-0,00274658203125
0,973;0,00335693359375
0,974;0,00335693359375
0,975;-0,00274658203125
0,976;-0,00274658203125
0,977;-0,00274658203125
0,978;0,00335693359375
0,979;0,00335693359375
0,98;0,00335693359375
0,981;0,00335693359375
0,982;-0,00274658203125
0,983;-0,00274658203125
0,984;0,00335693359375
0,985;0,00335693359375
0,986;0,00335693359375
0,987;0,00335693359375
0,988;-0,00274658203125
0,989;-0,00274658203125
0,99;-0,00274658203125
0,991;0,00335693359375
0,992;0,00335693359375
0,993;-0,00274658203125
0,994;-0,00274658203125
0,995;-0,00274658203125
0,996;0,00335693359375
0,997;0,00335693359375
0,998;-0,00274658203125
0,999;0,00335693359375
1;-0,00274658203125
1,001;-0,00274658203125
1,002;0,00335693359375
1,003;-0,00274658203125
1,004;-0,00274658203125
1,005;0,00335693359375
1,006;-0,00274658203125
1,007;-0,00274658203125
1,008;-0,00274658203125
1,009;0,00335693359375
1,01;-0,00274658203125
1,011;-0,00274658203125
1,012;0,00335693359375
1,013;0,00335693359375
1,014;0,00335693359375
1,015;0,00335693359375
1,016;0,00335693359375
1,017;-0,00274658203125
1,018;-0,00274658203125
1,019;0,00335693359375
1,02;-0,00274658203125
1,021;-0,00274658203125
1,022;0,00335693359375
1,023;0,00335693359375
1,024;-0,00274658203125
1,025;0,00335693359375
1,026;-0,00274658203125
1,027;0,00335693359375
1,028;-0,00274658203125
1,029;-0,00274658203125
1,03;0,00335693359375
1,031;0,00335693359375
1,032;0,00335693359375
1,033;0,00335693359375
1,034;0,00335693359375
1,035;0,00335693359375
1,036;0,00335693359375
1,037;-0,00274658203125
1,038;-0,00274658203125
1,039;0,00335693359375
1,04;0,00335693359375
1,041;0,00335693359375
1,042;-0,00274658203125
1,043;0,00335693359375
1,044;-0,00274658203125
1,045;-0,00274658203125
1,046;-0,00274658203125
1,047;-0,00274658203125
1,048;0,00335693359375
1,049;0,00335693359375
1,05;0,00335693359375
1,051;0,00335693359375
1,052;-0,00274658203125
1,053;0,00335693359375
1,054;0,00335693359375
1,055;-0,00274658203125
1,056;-0,00274658203125
1,057;0,00335693359375
1,058;-0,00274658203125
1,059;0,00335693359375
1,06;-0,00274658203125
1,061;-0,00274658203125
1,062;-0,00274658203125
1,063;-0,00274658203125
1,064;0,00335693359375
1,065;-0,00274658203125
1,066;0,00335693359375
1,067;-0,00274658203125
1,068;0,00335693359375
1,069;0,00335693359375
1,07;-0,00274658203125
1,071;-0,00274658203125
1,072;-0,00274658203125
1,073;0,00335693359375
1,074;-0,00274658203125
1,075;-0,00274658203125
1,076;-0,00274658203125
1,077;-0,00274658203125
1,078;-0,00274658203125
1,079;-0,00274658203125
1,08;-0,00274658203125
1,081;-0,00274658203125
1,082;-0,00274658203125
1,083;-0,00274658203125
1,084;-0,00274658203125
1,085;-0,00274658203125
1,086;0,00335693359375
1,087;-0,00274658203125
1,088;-0,00274658203125
1,089;0,00335693359375
1,09;0,00335693359375
1,091;-0,00274658203125
1,092;-0,00274658203125
1,093;-0,00274658203125
1,094;-0,00274658203125
1,095;-0,00274658203125
1,096;0,00335693359375
1,097;-0,00274658203125
1,098;-0,00274658203125
1,099;-0,00274658203125
1,1;-0,00274658203125
1,101;-0,00274658203125
1,102;-0,00274658203125
1,103;-0,00274658203125
1,104;-0,00274658203125
1,105;0,00335693359375
1,106;-0,00274658203125
1,107;-0,00274658203125
1,108;-0,00274658203125
